,Time,Date,Route,Label,Element Key,Location,Side of Street,PAID,Load Zone,RPZ for that Block,ADA,Rideshare,ILLEGAL,Notes,Pictures,,,,
269,4PM,10/9/2021,CommCoreFinN,NO RPZ,35497,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
319,5PM,10/9/2021,CommCoreFinN,NO RPZ,35497,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
347,6PM,10/9/2021,CommCoreFinN,NO RPZ,35497,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
375,7PM,10/9/2021,CommCoreFinN,NO RPZ,35497,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
73,9AM,10/9/2021,CommCoreFinN,NO RPZ,35497,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,NW,0,0,0,0,0,0,no parking,https://idax.blob.core.windows.net/images/69a3d1b2-3629-4a00-9202-0f72da53975d-mobile.jpg,,,,
298,10AM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,11,0,0,2,0,0,1 paid is broken-in car which may not move today,https://idax.blob.core.windows.net/images/2f4f9c21-9898-4f82-ac73-1371f803b2fb-mobile.jpg,,,,
404,11AM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,13,0,0,1,0,1,illegal in bus zone,,,,,
426,12PM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,11,0,0,2,0,0,,,,,,
448,1PM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,13,0,0,2,0,0,,,,,,
470,2PM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,10,0,0,1,0,0,,,,,,
492,3PM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,11,0,0,1,0,0,,,,,,
514,4PM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,9,0,0,1,0,0,,,,,,
536,5PM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,7,0,0,1,0,0,,,,,,
30,6PM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,5,0,0,1,0,0,,,,,,
52,7PM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,6,0,0,0,0,1,,,,,,
8,9AM,10/9/2021,CommCoreFinS,NO RPZ,36357,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,11,0,0,2,0,0,,https://idax.blob.core.windows.net/images/3d6f9ffc-c78e-42de-b419-db1298005c5c-mobile.jpg,,,,
306,10AM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,16,0,0,4,0,0,,,,,,
412,11AM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,15,0,0,6,0,0,,,,,,
434,12PM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,15,0,0,3,0,0,,,,,,
456,1PM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,15,0,0,3,0,0,,,,,,
478,2PM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,13,0,0,3,0,0,,,,,,
500,3PM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,18,0,0,4,0,0,,,,,,
522,4PM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,12,0,0,5,0,0,,,,,,
544,5PM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,8,0,0,3,0,0,,,,,,
38,6PM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,10,0,0,2,0,0,,,,,,
60,7PM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,11,0,0,2,0,0,,,,,,
16,9AM,10/9/2021,CommCoreFinS,NO RPZ,36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,18,0,0,5,0,0,,,,,,
290,10AM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,1,1,0,0,0,0,,,,,,
396,11AM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,3,1,0,0,0,0,,,,,,
418,12PM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,1,1,0,0,0,0,,,,,,
440,1PM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,2,1,0,0,0,0,,,,,,
462,2PM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,2,0,0,0,0,0,,,,,,
484,3PM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,0,0,0,0,0,0,,,,,,
506,4PM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,0,0,0,0,0,0,,,,,,
528,5PM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,0,0,0,0,0,0,,,,,,
22,6PM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,0,0,0,2,0,0,,,,,,
44,7PM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,4,0,0,0,0,0,,,,,,
0,9AM,10/9/2021,CommCoreFinS,NO RPZ,47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,1,0,0,0,0,0,1 paid is idling and on phone, prob not paid,"https://idax.blob.core.windows.net/images/9205c2ca-3a94-4430-b2a6-c6b7d194afe7-mobile.jpg,https://idax.blob.core.windows.net/images/71384a21-9d21-4d4e-83b3-4a5b44d587d2-mobile.jpg,https://idax.blob.core.windows.net/images/3e748ef3-70c6-4553-a0d8-b5827522f256-mobile.jpg,https://idax.blob.core.windows.net/images/36aa41e7-9bf2-4052-8fbf-d5259f03a6ec-mobile.jpg",,,
291,10AM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,5,0,0,1,0,0,,,,,,
397,11AM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,6,0,0,1,0,0,,,,,,
419,12PM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,0,5,0,0,0,0,,,,,,
441,1PM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,5,0,0,0,0,0,,,,,,
463,2PM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,1,1,0,0,0,0,,,,,,
485,3PM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,0,0,0,0,0,0,,,,,,
507,4PM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,3,0,0,0,0,0,,,,,,
529,5PM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,3,0,0,0,0,0,,,,,,
23,6PM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,3,0,0,0,0,0,,,,,,
45,7PM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,6,0,0,2,0,0,,,,,,
1,9AM,10/9/2021,CommCoreFinS,NO RPZ,47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,6,0,0,1,0,0,,"https://idax.blob.core.windows.net/images/45fcec8f-b5f6-4887-b928-1f2600121a9e-mobile.jpg,https://idax.blob.core.windows.net/images/4fa37740-afe0-47ee-8940-a7371a907ef3-mobile.jpg",,,,
102,10AM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,1,1,0,0,0,0,,,,,,
130,11AM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,5,1,0,0,0,0,,,,,,
158,12PM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,3,0,0,0,0,0,,,,,,
186,1PM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,3,2,0,0,0,0,,,,,,
214,2PM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,4,1,0,0,0,0,,,,,,
242,3PM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,0,0,0,0,0,1,no stops 3-7p,,,,,
270,4PM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
320,5PM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
348,6PM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
376,7PM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,0,1,0,0,0,0,,,,,,
74,9AM,10/9/2021,CommCoreFinN,NO RPZ,47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,0,2,0,1,0,0,,https://idax.blob.core.windows.net/images/fb96bf69-3449-42cb-9338-10d5685298f7-mobile.jpg,,,,
309,10AM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
415,11AM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
437,12PM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
459,1PM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
481,2PM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
503,3PM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
525,4PM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
547,5PM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
41,6PM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
63,7PM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,,,,,
19,9AM,10/9/2021,CommCoreFinS,NO RPZ,49634,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,0,0,0,0,0,0,,"https://idax.blob.core.windows.net/images/81335187-3a9f-40ff-89fc-eb29b3bd1148-mobile.jpg,https://idax.blob.core.windows.net/images/069a726a-01c8-4b0e-b937-0fc44ef2a104-mobile.jpg",,,,
114,10AM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,4,0,0,1,0,0,,,,,,
142,11AM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,3,0,0,2,0,0,,,,,,
170,12PM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,5,1,0,2,0,0,,,,,,
198,1PM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,4,0,1,0,0,0,,,,,,
226,2PM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,3,0,0,0,0,0,,,,,,
254,3PM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
282,4PM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
332,5PM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
360,6PM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
388,7PM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,0,0,0,0,0,0,no cars,,,,,
86,9AM,10/9/2021,CommCoreFinN,NO RPZ,51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,4,1,0,1,0,0,,"https://idax.blob.core.windows.net/images/c2d9d809-babb-425f-b226-fd38ea2ebf29-mobile.jpg,https://idax.blob.core.windows.net/images/a581746c-61dd-457c-86a7-ecaa3e67f833-mobile.jpg",,,,
115,10AM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,2,0,1,0,0,,,,,,
143,11AM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,3,0,1,0,0,,,,,,
171,12PM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,3,0,1,0,0,,,,,,
199,1PM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,2,0,0,1,0,0,,,,,,
227,2PM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,1,0,1,0,0,,,,,,
255,3PM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,4,0,0,0,0,,,,,,
283,4PM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,1,0,0,0,0,,,,,,
333,5PM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,3,0,1,0,0,,,,,,
361,6PM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,0,0,1,0,0,,,,,,
389,7PM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,0,0,1,0,0,,,,,,
87,9AM,10/9/2021,CommCoreFinN,NO RPZ,51473,4TH AVE BETWEEN MADISON ST AND SPRING ST,SW,0,6,0,1,0,0,prime in load zone,"https://idax.blob.core.windows.net/images/d5906d31-849e-4bc6-82e5-6c859fe776bc-mobile.jpg,https://idax.blob.core.windows.net/images/89137022-2988-4a4a-ac00-285d59aee816-mobile.jpg",,,,
99,10AM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,1,0,0,0,0,0,,,,,,
127,11AM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,1,2,0,0,0,0,,,,,,
155,12PM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,2,0,0,1,0,0,,,,,,
183,1PM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,4,0,0,0,0,0,,,,,,
211,2PM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,4,0,0,0,0,0,,,,,,
239,3PM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,0,0,0,0,0,0,no cars, mo stops 3-7p, bus lane only ,,,
267,4PM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
317,5PM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
345,6PM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,0,0,0,0,0,0,no stops 3-7p,,,,,
373,7PM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,0,0,0,0,0,0,no cars,,,,,
71,9AM,10/9/2021,CommCoreFinN,NO RPZ,51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,0,0,0,0,0,0,very specific parking times - see pic,https://idax.blob.core.windows.net/images/1db53c2d-7576-4b0f-88a4-bd1c38d0c97d-mobile.jpg,,,,
94,10AM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,8,1,0,0,0,0,,,,,,
122,11AM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,7,2,0,0,0,0,,,,,,
150,12PM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,5,1,0,1,0,0,,,,,,
178,1PM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,2,0,0,0,0,0,USPS iyn lod zone,,,,,
206,2PM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,4,2,0,1,0,0,,,,,,
234,3PM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,no stops 3-7p,,,,,
262,4PM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,no stops 3-7p,,,,,
312,5PM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,no stops 3-7p,,,,,
340,6PM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,1,no stops 3-7p,,,,,
368,7PM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,2,0,0,0,0,0,,,,,,
66,9AM,10/9/2021,CommCoreFinN,NO RPZ,56977,MARION ST BETWEEN 3RD AVE AND 4TH AVE,NW,7,1,0,0,0,0,,"https://idax.blob.core.windows.net/images/33873cb9-e262-474d-82a8-dec53708bada-mobile.jpg,https://idax.blob.core.windows.net/images/ae35ac55-cb51-4fed-ae4c-4404a21a601e-mobile.jpg,https://idax.blob.core.windows.net/images/54ae278b-1da5-4440-b6cc-9694820d3308-mobile.jpg",,,,
98,10AM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,,,,,,
126,11AM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,,,,,,
154,12PM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,,,,,,
182,1PM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,,,,,,
210,2PM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
238,3PM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
266,4PM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
316,5PM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
344,6PM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
372,7PM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,construction no parking ,,,,,
70,9AM,10/9/2021,CommCoreFinN,NO RPZ,58177,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,NW,0,0,0,0,0,0,construction no parking ,"https://idax.blob.core.windows.net/images/51af9e22-d69c-45d7-880d-cf9485c3d052-mobile.jpg,https://idax.blob.core.windows.net/images/4d2838bb-91f2-4d4d-a540-62154a022c33-mobile.jpg",,,,
293,10AM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,5,0,0,2,0,0,,,,,,
399,11AM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,4,2,0,3,0,0,,"https://idax.blob.core.windows.net/images/7bf0baef-f443-4a55-87ab-4c5caba3cf49-mobile.jpg,https://idax.blob.core.windows.net/images/a72d7b83-91ed-46a0-842f-83894a18c8c6-mobile.jpg,https://idax.blob.core.windows.net/images/7194d24a-23e3-4726-9fcc-d8083832cc3b-mobile.jpg",,,,
421,12PM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,5,1,0,3,0,0,,,,,,
443,1PM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,3,2,0,3,0,0,one load has been in 30 minute school load zone all day,,,,,
465,2PM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,3,1,0,3,0,0,,,,,,
487,3PM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,4,0,0,3,0,0,,,,,,
509,4PM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,2,0,0,3,0,0,,,,,,
531,5PM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,4,0,0,2,0,0,,,,,,
25,6PM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,1,0,0,1,0,0,,,,,,
47,7PM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,1,0,0,0,0,0,,,,,,
3,9AM,10/9/2021,CommCoreFinS,NO RPZ,58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,3,0,0,3,0,0,,,,,,
297,10AM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
403,11AM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
425,12PM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
447,1PM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
469,2PM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
491,3PM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
513,4PM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
535,5PM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
29,6PM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
51,7PM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,,,,,,
7,9AM,10/9/2021,CommCoreFinS,NO RPZ,58394,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,SE,0,0,0,0,0,0,bus zone 11 to 7,"https://idax.blob.core.windows.net/images/b5429e89-fa3d-46c7-aeca-482f233aeb0d-mobile.jpg,https://idax.blob.core.windows.net/images/2a22df50-19c3-4db5-9208-bdbf5a5a016b-mobile.jpg",,,,
100,10AM,10/9/2021,CommCoreFinN,NO RPZ,70730,2ND AVE BETWEEN MARION ST AND MADISON ST,NE,2,2,0,0,0,0,,,,,,
