,Time,Date,Route,Block ID,Element Key,Location,Side of Street,Paid,Load Zone,RPZ,ADA,Rideshare Vehicle,Notes,Picture
666,1200,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,8,1,0,0,0,,
891,1300,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,7,1,0,0,0,,
1144,1400,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,7,1,0,0,0,,
1313,1500,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,7,0,0,0,0,,
1338,1600,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,7,1,0,0,0,,
1363,1700,30-09-2021,PPSouth,10,14953,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,N,7,2,0,0,0,,
14,900,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,0,0,0,0,0,,
39,1800,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,8,0,0,0,0,,
64,1900,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,8,0,0,0,0,,
89,2000,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,7,0,0,0,0,,
114,2100,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,8,0,0,0,0,,
253,1000,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,5,1,0,0,0,,
465,1100,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,2,1,0,0,0,,
670,1200,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,3,2,0,0,0,,
895,1300,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,5,2,0,0,0,,
1148,1400,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,4,1,0,0,0,,
1317,1500,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,4,1,0,0,0,,
1342,1600,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,4,2,0,1,0,,
1367,1700,30-09-2021,PPSouth,13,14954,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,S,6,2,0,0,0,,
983,900,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,14,0,0,0,0,,
1007,1000,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,14,0,0,1,0,,
1031,1100,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,16,2,0,0,0,,
1055,1200,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,15,1,0,0,0,,
1079,1300,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,16,0,0,0,0,,
1103,1400,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,14,0,0,0,0,,
1127,1500,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,14,0,0,0,0,,
1176,1600,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,16,0,0,0,0,,
1200,1700,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,17,0,0,0,0,,
1224,1800,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,16,0,0,0,0,,
1248,1900,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,18,0,0,0,0,,
1272,2000,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,17,0,0,0,0,,
1296,2100,30-09-2021,PPEast,14,24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,15,0,0,0,0,,
972,900,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,3,4,1,0,0,,
996,1000,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,5,2,0,1,0,,
1020,1100,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,6,2,0,0,0,,
1044,1200,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,2,1,0,0,0,,
1068,1300,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,5,0,0,0,,
1092,1400,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,7,4,0,0,0,,
1116,1500,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,5,4,0,0,0,,
1165,1600,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,4,0,0,0,,
1189,1700,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,9,5,0,0,0,,
1213,1800,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,4,0,0,0,,
1237,1900,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,9,3,0,0,0,,
1261,2000,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,11,3,0,0,0,,
1285,2100,30-09-2021,PPEast,15,24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,2,0,0,0,,
982,900,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,0,0,0,0,exempt license vehicle,https://idax.blob.core.windows.net/images/68c8c3a7-0fef-400a-9b5d-4ec23b9453d8-mobile.jpg
1006,1000,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,3,0,0,0,,
1030,1100,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,4,1,0,0,0,,
1054,1200,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,4,1,0,0,0,,
1078,1300,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,5,0,0,0,0,,
1102,1400,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,4,0,0,0,0,,
1126,1500,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,4,0,0,0,0,,
1175,1600,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,0,0,0,0,,
1199,1700,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,1,0,0,0,,
1223,1800,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,0,0,0,0,,
1247,1900,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,0,0,0,0,,
1271,2000,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,0,0,0,0,,
1295,2100,30-09-2021,PPEast,17,24569,12TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,0,0,0,0,,
971,900,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,4,0,0,0,0,,
995,1000,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,5,1,0,0,0,,
1019,1100,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,5,2,0,0,0,,
1043,1200,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,5,1,0,0,0,,
1067,1300,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,7,0,0,0,0,,
1091,1400,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,7,0,0,0,1,,
1115,1500,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,6,0,0,0,0,,
1164,1600,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,9,0,0,0,0,,
1188,1700,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,1,0,0,0,,
1212,1800,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,9,2,0,0,0,,
1236,1900,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,0,0,0,0,,
1260,2000,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,9,0,0,0,0,,
1284,2100,30-09-2021,PPEast,18,24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,9,0,0,0,0,,
697,900,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,2,0,0,0,0,dining,https://idax.blob.core.windows.net/images/847badd9-581b-4d58-9fe3-d038b82f4319-mobile.jpg
717,1000,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,0,0,0,0,0,,
737,1100,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,0,0,0,0,0,,
757,1200,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,2,0,0,0,0,,
777,1300,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,1,0,0,0,0,,
797,1400,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,0,0,0,0,0,,
817,1500,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,3,0,0,0,0,,
837,1600,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,5,0,0,0,0,,
857,1700,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,5,0,0,0,0,,
877,1800,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,3,0,0,0,0,,
922,1900,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,6,0,0,0,0,,
942,2000,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,7,0,0,0,0,,
962,2100,30-09-2021,PPSoutheast,19,24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,6,0,0,0,0,u-haul takes two spots. been here since 4,https://idax.blob.core.windows.net/images/d7f88dc2-b99b-41f7-bbfc-13bb643cebf0-mobile.jpg
698,900,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,3,0,0,0,0,,
718,1000,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,1,0,0,0,0,,
738,1100,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,2,0,0,0,0,,
758,1200,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,4,0,0,0,0,,
778,1300,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,5,0,0,0,0,,
798,1400,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,0,0,0,0,0,,
818,1500,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,3,0,0,0,0,,
838,1600,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,3,0,0,0,0,,
858,1700,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,4,0,0,0,0,,
878,1800,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,5,0,0,0,0,,
923,1900,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,5,0,0,0,0,,
943,2000,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,5,0,0,0,0,,
963,2100,30-09-2021,PPSoutheast,18,24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,4,0,0,0,0,,
980,900,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,0,1,0,0,0,,
1004,1000,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,5,1,0,0,0,,
1028,1100,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,1,2,0,0,0,,
1052,1200,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,1,1,0,0,0,,
1076,1300,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,1,2,0,0,0,,
1100,1400,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,1,2,0,0,0,,
1124,1500,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,2,1,0,0,0,,
1173,1600,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,1,0,0,0,0,,
1197,1700,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,1,2,0,0,0,,
1221,1800,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,2,2,0,0,0,,
1245,1900,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,4,1,0,0,0,,
1269,2000,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,3,1,0,0,0,,
1293,2100,30-09-2021,PPEast,22,24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,3,0,0,0,0,,
976,900,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,4,0,0,0,0,,
1000,1000,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,1,0,0,0,,
1024,1100,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,2,0,0,0,,
1048,1200,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,0,0,0,0,,
1072,1300,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,0,0,0,0,,
1096,1400,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,6,0,0,0,0,,
1120,1500,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,1,0,0,0,,
1169,1600,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,1,0,0,0,,
1193,1700,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,12,0,0,0,0,,
1217,1800,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,11,0,0,0,0,,
1241,1900,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,16,0,0,0,0,,
1265,2000,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,12,0,0,0,0,,
1289,2100,30-09-2021,PPEast,23,24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,10,0,0,0,0,,
21,900,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,9,0,4,1,0,,https://idax.blob.core.windows.net/images/37dda06c-ff6d-4800-bc9d-d3bca2cfddaf-mobile.jpg
46,1800,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,12,0,4,1,0,,
71,1900,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,10,0,6,0,0,,
96,2000,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,13,0,6,0,0,,
121,2100,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,11,0,6,0,0,,
260,1000,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,10,0,5,1,0,,
472,1100,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,11,0,5,1,0,,
677,1200,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,14,0,4,1,0,,
902,1300,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,14,0,3,1,0,,
1155,1400,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,9,0,3,1,0,,
1324,1500,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,12,1,3,2,0,small 2 car load zone ,https://idax.blob.core.windows.net/images/d184e8b1-0cd1-401d-a6ab-14e7468ae7fd-mobile.jpg
1349,1600,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,12,0,5,1,0,,
1374,1700,30-09-2021,PPSouth,4,32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,11,1,5,1,0,,
16,900,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,3,1,7,0,0,,
41,1800,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,9,0,5,0,0,,
66,1900,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,6,0,7,0,0,,
91,2000,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,8,0,6,0,0,,
116,2100,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,8,0,7,0,0,,
255,1000,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,3,1,7,0,0,,
467,1100,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,3,3,7,0,0,,
672,1200,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,3,2,7,0,0,,
897,1300,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,4,3,7,0,0,,
1150,1400,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,3,3,7,0,0,,
1319,1500,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,5,1,5,0,1,1 expired rpz ,
1344,1600,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,4,1,6,0,1,,
1369,1700,30-09-2021,PPSouth,5,32173,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,W,3,1,7,0,1,,
128,900,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,permanent separated bike lane,https://idax.blob.core.windows.net/images/3bcb254c-e09c-4080-a14f-f717b257c0ef-mobile.jpg
147,1000,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,no parking; separated bike lane ,
166,1100,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,no park; bike lane ,
185,1200,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,bike lane no park ,
204,1300,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,bike lane no park ,
223,1400,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,bike lane no park ,
267,1500,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,bike lane; no parking,
286,1600,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,bike lane; no parking,
305,1700,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,bike lane; no parking,
324,1800,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,Bike lane; no parking,
343,1900,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,Bike lane; no parking,
362,2000,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,Bike lane; no parking,
381,2100,30-09-2021,PPWest,,37129,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,N,0,0,0,0,0,Bike lane; no parking,
127,900,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,separated bike lane ,https://idax.blob.core.windows.net/images/247510f2-425e-4ea9-97da-ba282e0ea5d8-mobile.jpg
146,1000,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,no parking; separated bike lane ,
165,1100,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,bike lane no park ,
184,1200,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,bike lane no park ,
203,1300,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,bike lane no park,
222,1400,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,bike lane no park ,
266,1500,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,bike lane; no parking,
285,1600,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,bike lane; no parking,
304,1700,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,bike lane; no parking,
323,1800,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,Bike lane; no parking,
342,1900,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,Bike lane; no parking,
361,2000,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,Bike lane; no parking,
380,2100,30-09-2021,PPWest,,37130,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,S,0,0,0,0,0,Bike lane; no parking,
129,900,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,permanent separated bike lane ,https://idax.blob.core.windows.net/images/e45809b0-638e-4b73-b749-ca54bfb12e0e-mobile.jpg
148,1000,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,no parking; separated bike lane ,
167,1100,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,bike lane; no parking ,
186,1200,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,bike lane; no par,
205,1300,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,bike lane no park ,
224,1400,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,bike lane no park ,
268,1500,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,bike lane no parking,
287,1600,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,bike lane; no parking,
306,1700,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,bike lane; no parking,
325,1800,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,Bike lane; no parking,
344,1900,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,Bike lane; no parking,
363,2000,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,Bike lane; no parking,
382,2100,30-09-2021,PPWest,,37133,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,N,0,0,0,0,0,Bike lane; no parking,
688,900,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,4,0,0,0,0,,
708,1000,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,7,0,0,0,0,,
728,1100,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,6,0,0,0,0,,
748,1200,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,7,0,0,0,0,,
768,1300,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,7,0,0,0,0,,
788,1400,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,7,0,0,0,0,,
808,1500,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,7,0,0,0,0,,
828,1600,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,6,0,0,0,0,,
