,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,1ST AVE BETWEEN BELL ST AND BATTERY ST,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N
2022-03-22 11:22:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.625,1.077,0.833
2022-03-22 11:23:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.625,1.077,0.833
2022-03-22 11:24:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.625,1.0,0.833
2022-03-22 11:25:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.625,1.0,0.833
2022-03-22 11:26:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.625,1.0,0.833
2022-03-22 11:27:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.625,1.0,0.833
2022-03-22 11:28:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.625,1.0,0.833
2022-03-22 11:29:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.667,1.0,0.833
2022-03-22 11:30:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.667,1.0,0.833
2022-03-22 11:31:00,0.786,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.667,1.0,0.833
2022-03-22 11:32:00,0.821,0.571,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.667,1.0,0.833
2022-03-22 11:33:00,0.821,0.429,1.167,0.25,1.737,0.75,0.0,1.333,0.083,0.667,1.0,0.833
2022-03-22 11:34:00,0.821,0.429,1.167,0.25,1.737,0.75,0.0,1.417,0.083,0.667,1.077,0.833
2022-03-22 11:35:00,0.821,0.429,1.167,0.25,1.737,0.75,0.0,1.417,0.083,0.667,1.077,0.833
2022-03-22 11:36:00,0.857,0.429,1.167,0.25,1.737,0.75,0.0,1.417,0.083,0.792,1.077,0.833
2022-03-22 11:37:00,0.857,0.429,1.167,0.25,1.737,0.75,0.0,1.417,0.083,0.833,1.077,0.833
2022-03-22 11:38:00,0.857,0.429,1.167,0.375,1.737,0.75,0.0,1.417,0.083,0.833,1.077,0.833
2022-03-22 11:39:00,0.857,0.429,1.167,0.375,1.737,0.75,0.0,1.417,0.083,0.833,1.077,0.833
2022-03-22 11:40:00,0.857,0.429,1.167,0.375,1.737,0.75,0.0,1.417,0.083,0.833,1.077,0.833
2022-03-22 11:41:00,0.857,0.429,1.167,0.375,1.737,0.75,0.0,1.417,0.083,0.833,1.077,0.833
2022-03-22 11:42:00,0.857,0.571,1.167,0.375,1.737,0.75,0.0,1.417,0.083,0.833,1.077,0.833
2022-03-22 11:43:00,0.857,0.571,1.167,0.5,1.737,0.75,0.0,1.417,0.167,0.833,1.077,0.833
2022-03-22 11:44:00,0.821,0.571,1.167,0.5,1.737,0.75,0.0,1.417,0.167,0.833,1.077,0.833
2022-03-22 11:45:00,0.821,0.714,1.167,0.5,1.737,0.75,0.0,1.417,0.167,0.792,1.077,0.833
2022-03-22 11:46:00,0.857,0.714,1.167,0.625,1.737,0.75,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:47:00,0.857,0.714,1.083,0.625,1.789,0.75,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:48:00,0.857,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:49:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:50:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.792,1.077,0.833
2022-03-22 11:51:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:52:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:53:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:54:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:55:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:56:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.417,0.167,0.75,1.077,0.833
2022-03-22 11:57:00,0.893,0.714,1.167,0.625,1.789,1.0,0.0,1.333,0.167,0.75,1.077,0.833
2022-03-22 11:58:00,0.857,0.714,1.167,0.625,1.789,1.0,0.0,1.333,0.167,0.75,1.077,0.833
2022-03-22 11:59:00,0.857,0.714,1.083,0.5,1.789,1.0,0.0,1.333,0.167,0.792,1.077,0.833
2022-03-22 12:00:00,0.857,0.714,1.083,0.5,1.789,1.25,0.0,1.333,0.167,0.792,1.077,0.833
2022-03-22 12:01:00,0.571,0.714,1.083,0.5,1.789,1.25,0.0,1.333,0.167,0.792,1.077,0.833
2022-03-22 12:02:00,0.536,0.714,1.083,0.5,1.789,1.25,0.0,1.333,0.167,0.792,1.077,0.833
2022-03-22 12:03:00,0.5,0.714,1.0,0.5,1.789,1.25,0.0,1.333,0.167,0.833,1.077,0.833
2022-03-22 12:04:00,0.5,0.857,1.0,0.5,1.789,1.25,0.0,1.333,0.167,0.792,1.0,0.833
2022-03-22 12:05:00,0.464,0.857,0.917,0.5,1.789,1.25,0.0,1.333,0.167,0.792,1.0,0.833
2022-03-22 12:06:00,0.464,0.857,0.917,0.5,1.789,1.25,0.0,1.333,0.167,0.667,0.923,0.833
2022-03-22 12:07:00,0.464,0.857,0.917,0.5,1.789,1.25,0.0,1.333,0.167,0.667,1.0,0.833
2022-03-22 12:08:00,0.464,0.714,0.917,0.5,1.789,1.25,0.0,1.333,0.167,0.667,1.0,0.833
2022-03-22 12:09:00,0.464,0.714,1.083,0.5,1.789,1.25,0.0,1.333,0.167,0.667,1.0,0.833
2022-03-22 12:10:00,0.464,0.714,1.0,0.5,1.789,1.25,0.0,1.333,0.167,0.625,1.0,0.833
2022-03-22 12:11:00,0.5,0.714,0.917,0.5,1.789,1.25,0.0,1.333,0.167,0.625,0.923,0.833
2022-03-22 12:12:00,0.536,0.714,1.0,0.5,1.789,1.25,0.0,1.333,0.167,0.667,0.846,0.833
2022-03-22 12:13:00,0.536,0.571,1.0,0.5,1.789,1.25,0.0,1.333,0.167,0.667,0.846,0.833
2022-03-22 12:14:00,0.536,0.571,1.0,0.5,1.789,1.25,0.0,1.333,0.167,0.625,0.846,0.833
2022-03-22 12:15:00,0.536,0.714,1.0,0.5,1.789,1.25,0.0,1.333,0.167,0.625,0.846,0.833
2022-03-22 12:16:00,0.571,0.571,1.0,0.5,1.789,1.25,0.0,1.333,0.167,0.625,0.846,0.833
2022-03-22 12:17:00,0.571,0.571,1.0,0.625,1.789,1.25,0.0,1.333,0.167,0.625,0.846,0.833
2022-03-22 12:18:00,0.571,0.571,1.0,0.625,1.789,1.25,0.0,1.333,0.167,0.625,0.846,0.833
2022-03-22 12:19:00,0.571,0.571,1.0,0.625,1.789,1.25,0.0,1.333,0.167,0.625,0.846,0.833
2022-03-22 12:20:00,0.571,0.571,1.0,0.625,1.789,1.25,0.0,1.333,0.167,0.625,0.769,0.833
2022-03-22 12:21:00,0.571,0.429,1.0,0.625,1.789,1.25,0.0,1.333,0.167,0.625,0.769,0.833
2022-03-22 12:22:00,0.607,0.429,1.0,0.625,1.789,1.25,0.0,1.333,0.167,0.625,0.769,0.833
2022-03-22 12:23:00,0.607,0.571,1.0,0.625,1.789,1.0,0.0,1.333,0.167,0.625,0.769,0.833
2022-03-22 12:24:00,0.607,0.571,1.0,0.625,1.789,1.0,0.0,1.333,0.167,0.625,0.769,0.833
2022-03-22 12:25:00,0.643,0.571,0.833,0.625,1.789,1.0,0.0,1.333,0.167,0.583,0.769,0.833
2022-03-22 12:26:00,0.643,0.571,0.833,0.625,1.789,1.0,0.0,1.333,0.167,0.583,0.769,0.833
2022-03-22 12:27:00,0.643,0.571,0.833,0.75,1.789,1.0,0.0,1.333,0.167,0.583,0.769,0.833
2022-03-22 12:28:00,0.643,0.571,0.917,0.75,1.789,1.0,0.0,1.333,0.167,0.583,0.769,0.833
2022-03-22 12:29:00,0.643,0.571,0.917,0.75,1.789,1.0,0.167,1.333,0.167,0.583,0.769,0.833
2022-03-22 12:30:00,0.643,0.571,0.917,0.75,1.789,1.0,0.167,1.333,0.167,0.625,0.769,0.833
2022-03-22 12:31:00,0.643,0.571,0.917,0.75,1.789,1.0,0.167,1.333,0.167,0.625,0.769,0.833
2022-03-22 12:32:00,0.679,0.571,1.0,0.75,1.789,1.25,0.167,1.333,0.167,0.625,0.769,0.833
2022-03-22 12:33:00,0.679,0.571,1.083,0.75,1.789,1.25,0.167,1.333,0.167,0.75,0.769,0.833
2022-03-22 12:34:00,0.679,0.571,1.083,0.75,1.789,1.25,0.167,1.333,0.167,0.75,0.769,0.833
2022-03-22 12:35:00,0.679,0.571,1.0,0.75,1.789,1.25,0.167,1.333,0.167,0.75,0.769,0.833
2022-03-22 12:36:00,0.679,0.571,1.0,0.75,1.789,1.5,0.167,1.333,0.167,0.75,0.769,0.833
2022-03-22 12:37:00,0.643,0.714,1.083,0.75,1.789,1.5,0.167,1.333,0.167,0.708,0.769,0.833
2022-03-22 12:38:00,0.643,0.714,1.083,0.75,1.789,1.75,0.167,1.333,0.167,0.667,0.692,0.833
2022-03-22 12:39:00,0.643,0.714,1.083,0.625,1.789,1.75,0.167,1.333,0.25,0.667,0.692,0.833
2022-03-22 12:40:00,0.643,0.714,1.0,0.625,1.789,1.75,0.167,1.333,0.25,0.667,0.769,0.833
2022-03-22 12:41:00,0.643,0.714,1.083,0.625,1.842,1.75,0.167,1.333,0.25,0.667,0.769,0.833
2022-03-22 12:42:00,0.643,0.571,0.917,0.625,1.842,1.75,0.167,1.333,0.25,0.667,0.769,0.833
2022-03-22 12:43:00,0.643,0.429,0.917,0.625,1.842,1.75,0.167,1.333,0.25,0.667,0.769,0.833
2022-03-22 12:44:00,0.643,0.429,0.917,0.625,1.842,1.75,0.167,1.333,0.25,0.667,0.769,0.833
2022-03-22 12:45:00,0.643,0.429,0.917,0.625,1.842,1.75,0.167,1.333,0.25,0.667,0.846,0.833
2022-03-22 12:46:00,0.643,0.429,0.917,0.625,1.842,1.75,0.167,1.333,0.25,0.667,0.769,0.833
2022-03-22 12:47:00,0.643,0.429,0.917,0.5,1.842,1.75,0.167,1.333,0.25,0.667,0.769,0.833
2022-03-22 12:48:00,0.643,0.429,0.917,0.5,1.842,1.75,0.167,1.333,0.25,0.667,0.769,0.833
2022-03-22 12:49:00,0.679,0.429,1.0,0.5,1.842,1.5,0.167,1.333,0.25,0.583,0.769,0.833
2022-03-22 12:50:00,0.643,0.286,1.0,0.5,1.842,1.5,0.167,1.333,0.25,0.583,0.769,0.833
2022-03-22 12:51:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.333,0.25,0.542,0.846,0.833
2022-03-22 12:52:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.542,0.846,0.833
2022-03-22 12:53:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.542,0.846,0.833
2022-03-22 12:54:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.542,0.846,0.833
2022-03-22 12:55:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.542,0.846,0.833
2022-03-22 12:56:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.625,0.846,0.833
2022-03-22 12:57:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.625,0.769,0.833
2022-03-22 12:58:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.583,0.769,0.833
2022-03-22 12:59:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.583,0.769,0.833
2022-03-22 13:00:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.583,0.769,0.833
2022-03-22 13:01:00,0.679,0.286,1.0,0.5,1.842,1.5,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:02:00,0.679,0.286,0.917,0.5,1.842,1.5,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:03:00,0.714,0.286,0.917,0.5,1.842,1.5,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:04:00,0.679,0.429,0.917,0.5,1.842,1.5,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:05:00,0.679,0.429,0.917,0.5,1.842,1.25,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:06:00,0.679,0.429,0.917,0.5,1.842,1.25,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:07:00,0.75,0.429,0.917,0.5,1.842,1.25,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:08:00,0.75,0.429,0.917,0.5,1.842,1.25,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:09:00,0.75,0.429,0.917,0.5,1.842,1.25,0.167,1.25,0.25,0.542,0.769,0.833
2022-03-22 13:10:00,0.75,0.429,0.917,0.5,1.842,1.25,0.167,1.25,0.167,0.542,0.769,0.833
2022-03-22 13:11:00,0.75,0.429,0.833,0.5,1.842,1.25,0.167,1.25,0.167,0.583,0.769,0.833
2022-03-22 13:12:00,0.75,0.429,1.0,0.5,1.842,1.25,0.167,1.25,0.167,0.583,0.769,0.833
2022-03-22 13:13:00,0.75,0.429,0.833,0.625,1.842,1.25,0.167,1.25,0.167,0.583,0.769,0.833
2022-03-22 13:14:00,0.75,0.429,0.833,0.625,1.842,1.25,0.167,1.25,0.167,0.625,0.769,0.833
2022-03-22 13:15:00,0.75,0.429,0.833,0.625,1.842,1.25,0.167,1.25,0.167,0.625,0.769,0.833
2022-03-22 13:16:00,0.75,0.429,0.833,0.625,1.842,1.25,0.167,1.25,0.167,0.625,0.769,0.833
2022-03-22 13:17:00,0.75,0.429,0.833,0.625,1.842,1.25,0.167,1.25,0.167,0.625,0.769,0.833
2022-03-22 13:18:00,0.75,0.429,0.833,0.625,1.842,1.5,0.167,1.25,0.167,0.625,0.769,0.833
2022-03-22 13:19:00,0.75,0.429,0.833,0.625,1.842,1.5,0.167,1.25,0.167,0.625,0.769,0.833
2022-03-22 13:20:00,0.75,0.429,0.833,0.625,1.842,1.5,0.167,1.25,0.167,0.625,0.769,0.833
2022-03-22 13:21:00,0.786,0.429,0.917,0.625,1.842,1.5,0.167,1.25,0.167,0.667,0.769,0.833
2022-03-22 13:22:00,0.75,0.429,0.917,0.625,1.842,1.5,0.167,1.25,0.167,0.667,0.769,0.833
2022-03-22 13:23:00,0.75,0.571,0.917,0.625,1.842,1.5,0.167,1.25,0.167,0.667,0.769,0.833
2022-03-22 13:24:00,0.75,0.429,0.917,0.625,1.842,1.5,0.167,1.25,0.167,0.667,0.769,0.833
2022-03-22 13:25:00,0.75,0.429,0.917,0.625,1.842,1.5,0.167,1.25,0.167,0.667,0.769,0.833
2022-03-22 13:26:00,0.714,0.429,0.917,0.625,1.842,1.5,0.167,1.25,0.167,0.667,0.769,0.833
2022-03-22 13:27:00,0.714,0.429,0.917,0.625,1.842,1.5,0.167,1.25,0.167,0.667,0.769,0.833
2022-03-22 13:28:00,0.714,0.429,0.917,0.5,1.842,1.5,0.167,1.25,0.167,0.667,0.769,0.833
2022-03-22 13:29:00,0.714,0.429,0.917,0.5,1.842,1.5,0.167,1.25,0.167,0.667,0.692,0.833
2022-03-22 13:30:00,0.714,0.429,0.917,0.5,1.842,1.5,0.0,1.25,0.167,0.625,0.692,0.833
2022-03-22 13:31:00,0.714,0.429,0.917,0.5,1.789,1.5,0.0,1.25,0.167,0.625,0.615,0.833
2022-03-22 13:32:00,0.75,0.429,0.917,0.5,1.789,1.5,0.0,1.25,0.167,0.625,0.692,0.833
2022-03-22 13:33:00,0.75,0.429,0.917,0.5,1.737,1.5,0.0,1.25,0.167,0.625,0.692,0.833
2022-03-22 13:34:00,0.714,0.429,0.917,0.5,1.737,1.5,0.0,1.25,0.167,0.625,0.692,0.833
2022-03-22 13:35:00,0.714,0.429,0.917,0.5,1.737,1.5,0.0,1.167,0.167,0.625,0.692,0.833
2022-03-22 13:36:00,0.714,0.429,0.917,0.5,1.737,1.5,0.0,1.167,0.167,0.625,0.692,0.833
2022-03-22 13:37:00,0.714,0.429,0.917,0.5,1.737,1.5,0.0,1.167,0.167,0.542,0.692,0.833
2022-03-22 13:38:00,0.75,0.286,0.917,0.5,1.737,1.25,0.0,1.083,0.167,0.5,0.692,0.833
2022-03-22 13:39:00,0.75,0.286,0.917,0.5,1.737,1.0,0.0,1.083,0.167,0.5,0.692,0.833
2022-03-22 13:40:00,0.75,0.286,0.917,0.5,1.737,1.0,0.0,1.083,0.167,0.5,0.692,0.833
2022-03-22 13:41:00,0.714,0.286,0.917,0.5,1.737,1.0,0.0,1.083,0.167,0.5,0.692,0.833
2022-03-22 13:42:00,0.714,0.286,0.917,0.5,1.684,1.0,0.0,1.083,0.167,0.5,0.692,0.833
2022-03-22 13:43:00,0.714,0.286,0.917,0.5,1.684,1.0,0.0,1.083,0.167,0.458,0.692,0.833
2022-03-22 13:44:00,0.679,0.429,0.917,0.375,1.684,1.0,0.0,1.083,0.083,0.458,0.692,0.833
2022-03-22 13:45:00,0.679,0.429,0.917,0.375,1.684,1.0,0.0,1.083,0.083,0.458,0.692,0.833
2022-03-22 13:46:00,0.679,0.429,0.917,0.375,1.684,1.0,0.0,1.083,0.083,0.458,0.692,0.833
2022-03-22 13:47:00,0.679,0.429,0.917,0.375,1.684,1.0,0.0,1.083,0.083,0.458,0.692,0.833
2022-03-22 13:48:00,0.679,0.429,0.833,0.25,1.684,1.0,0.0,1.083,0.083,0.458,0.692,0.833
2022-03-22 13:49:00,0.679,0.429,0.833,0.25,1.684,0.75,0.0,1.083,0.083,0.458,0.692,0.833
2022-03-22 13:50:00,0.679,0.714,0.833,0.25,1.684,0.75,0.0,1.083,0.083,0.458,0.692,0.833
2022-03-22 13:51:00,0.679,0.714,0.833,0.375,1.684,0.75,0.0,1.083,0.083,0.458,0.692,0.833
2022-03-22 13:52:00,0.643,0.714,0.833,0.375,1.632,0.75,0.0,1.0,0.083,0.458,0.692,0.833
2022-03-22 13:53:00,0.643,0.857,0.833,0.375,1.632,0.75,0.0,1.0,0.083,0.458,0.692,0.833
2022-03-22 13:54:00,0.643,0.714,0.917,0.375,1.632,0.75,0.0,1.0,0.083,0.458,0.692,0.833
2022-03-22 13:55:00,0.643,0.714,0.917,0.375,1.632,0.75,0.0,1.0,0.083,0.458,0.692,0.833
2022-03-22 13:56:00,0.643,0.571,0.917,0.375,1.632,0.75,0.0,1.0,0.083,0.458,0.692,0.833
2022-03-22 13:57:00,0.643,0.571,0.917,0.375,1.632,0.75,0.0,0.917,0.083,0.458,0.692,0.833
2022-03-22 13:58:00,0.643,0.571,0.917,0.375,1.579,0.75,0.0,0.917,0.083,0.5,0.692,0.833
2022-03-22 13:59:00,0.643,0.571,1.0,0.375,1.579,0.75,0.0,0.917,0.083,0.5,0.692,0.833
2022-03-22 14:00:00,0.643,0.571,1.0,0.375,1.579,0.75,0.0,0.917,0.083,0.458,0.692,0.833
2022-03-22 14:01:00,0.643,0.571,1.0,0.375,1.579,0.75,0.0,0.917,0.083,0.458,0.692,0.833
2022-03-22 14:02:00,0.607,0.714,1.0,0.375,1.579,0.75,0.0,0.833,0.083,0.458,0.692,0.833
2022-03-22 14:03:00,0.571,0.714,1.0,0.375,1.579,0.75,0.0,0.833,0.083,0.458,0.615,0.833
2022-03-22 14:04:00,0.571,0.714,1.0,0.375,1.579,0.75,0.0,0.833,0.083,0.375,0.692,0.833
2022-03-22 14:05:00,0.571,0.571,1.0,0.375,1.579,0.75,0.0,0.833,0.083,0.375,0.692,0.833
2022-03-22 14:06:00,0.571,0.571,1.0,0.375,1.579,0.75,0.0,0.833,0.083,0.375,0.769,0.833
2022-03-22 14:07:00,0.571,0.571,1.0,0.375,1.579,0.75,0.0,0.917,0.083,0.375,0.769,0.833
2022-03-22 14:08:00,0.571,0.571,0.917,0.375,1.579,0.75,0.0,0.833,0.083,0.375,0.692,0.833
2022-03-22 14:09:00,0.571,0.571,0.917,0.375,1.526,0.75,0.0,0.833,0.083,0.375,0.769,0.833
2022-03-22 14:10:00,0.571,0.571,0.833,0.375,1.526,0.75,0.0,0.833,0.083,0.375,0.769,0.833
2022-03-22 14:11:00,0.571,0.571,0.833,0.375,1.474,0.75,0.0,0.833,0.083,0.375,0.769,0.833
2022-03-22 14:12:00,0.571,0.571,0.833,0.375,1.526,0.75,0.0,0.833,0.083,0.375,0.769,0.833
2022-03-22 14:13:00,0.571,0.571,0.833,0.375,1.526,0.75,0.0,0.833,0.083,0.333,0.769,0.833
2022-03-22 14:14:00,0.571,0.571,0.833,0.375,1.421,0.75,0.0,0.833,0.083,0.333,0.769,0.833
2022-03-22 14:15:00,0.571,0.571,0.833,0.375,1.421,0.75,0.0,0.75,0.083,0.333,0.769,0.75
2022-03-22 14:16:00,0.571,0.571,0.833,0.375,1.421,0.75,0.0,0.75,0.083,0.333,0.769,0.75
2022-03-22 14:17:00,0.571,0.571,0.917,0.375,1.421,0.75,0.0,0.75,0.083,0.333,0.769,0.75
2022-03-22 14:18:00,0.607,0.571,0.917,0.375,1.421,0.75,0.0,0.667,0.083,0.333,0.769,0.75
2022-03-22 14:19:00,0.607,0.571,0.917,0.375,1.421,0.75,0.0,0.667,0.083,0.333,0.769,0.75
2022-03-22 14:20:00,0.607,0.571,1.0,0.375,1.421,0.75,0.0,0.667,0.083,0.333,0.769,0.75
2022-03-22 14:21:00,0.607,0.571,1.0,0.375,1.421,0.75,0.0,0.667,0.083,0.333,0.846,0.75
2022-03-22 14:22:00,0.607,0.571,1.0,0.375,1.421,0.75,0.0,0.667,0.083,0.333,0.846,0.75
2022-03-22 14:23:00,0.607,0.571,0.917,0.375,1.421,0.75,0.0,0.667,0.083,0.333,0.846,0.75
2022-03-22 14:24:00,0.607,0.571,0.917,0.375,1.421,0.75,0.0,0.667,0.083,0.333,0.846,0.75
2022-03-22 14:25:00,0.607,0.571,1.0,0.375,1.421,0.75,0.0,0.667,0.083,0.333,0.846,0.75
2022-03-22 14:26:00,0.607,0.571,1.0,0.375,1.421,1.0,0.0,0.667,0.083,0.375,0.846,0.75
2022-03-22 14:27:00,0.607,0.571,1.0,0.5,1.421,1.0,0.0,0.667,0.083,0.375,0.846,0.75
2022-03-22 14:28:00,0.607,0.571,1.0,0.625,1.421,1.0,0.0,0.667,0.083,0.375,0.846,0.75
2022-03-22 14:29:00,0.607,0.571,1.0,0.625,1.368,1.0,0.0,0.667,0.083,0.375,0.846,0.75
2022-03-22 14:30:00,0.607,0.571,0.917,0.625,1.316,1.0,0.0,0.667,0.083,0.375,0.923,0.75
2022-03-22 14:31:00,0.607,0.571,0.917,0.625,1.263,1.0,0.0,0.5,0.0,0.333,0.923,0.667
2022-03-22 14:32:00,0.607,0.714,0.917,0.625,1.263,1.0,0.0,0.5,0.0,0.333,0.923,0.667
2022-03-22 14:33:00,0.607,0.714,0.917,0.625,1.263,0.75,0.0,0.417,0.0,0.375,1.0,0.667
2022-03-22 14:34:00,0.571,0.714,0.917,0.625,1.263,0.75,0.0,0.333,0.0,0.292,1.0,0.667
2022-03-22 14:35:00,0.571,0.714,1.0,0.5,1.263,0.75,0.0,0.333,0.0,0.292,1.0,0.667
2022-03-22 14:36:00,0.571,0.714,1.0,0.5,1.316,0.75,0.0,0.333,0.0,0.292,1.0,0.5
2022-03-22 14:37:00,0.571,0.714,1.0,0.5,1.263,0.5,0.0,0.333,0.0,0.292,1.0,0.5
2022-03-22 14:38:00,0.571,0.714,1.0,0.5,1.263,0.5,0.0,0.333,0.0,0.292,1.0,0.417
2022-03-22 14:39:00,0.571,0.714,1.083,0.5,1.263,0.25,0.0,0.333,0.0,0.292,1.0,0.417
2022-03-22 14:40:00,0.571,0.714,1.083,0.5,1.211,0.25,0.0,0.333,0.0,0.292,1.0,0.417
2022-03-22 14:41:00,0.571,0.714,1.083,0.5,1.211,0.25,0.0,0.333,0.0,0.292,1.0,0.417
2022-03-22 14:42:00,0.571,0.714,1.083,0.375,1.211,0.25,0.0,0.333,0.0,0.292,1.0,0.417
2022-03-22 14:43:00,0.571,0.714,1.083,0.5,1.211,0.25,0.0,0.333,0.0,0.292,1.0,0.417
2022-03-22 14:44:00,0.571,0.714,1.0,0.375,1.158,0.25,0.0,0.333,0.0,0.292,1.0,0.333
2022-03-22 14:45:00,0.571,0.714,1.0,0.5,1.105,0.5,0.0,0.333,0.0,0.292,1.0,0.333
2022-03-22 14:46:00,0.571,0.714,1.0,0.5,1.105,0.5,0.0,0.333,0.0,0.292,1.0,0.333
2022-03-22 14:47:00,0.571,0.714,1.0,0.5,1.105,0.5,0.0,0.333,0.0,0.292,1.0,0.333
2022-03-22 14:48:00,0.571,0.571,1.0,0.5,1.158,0.5,0.0,0.333,0.0,0.333,1.0,0.333
2022-03-22 14:49:00,0.571,0.571,1.0,0.5,1.053,0.5,0.0,0.333,0.0,0.333,1.0,0.333
2022-03-22 14:50:00,0.607,0.571,1.0,0.5,1.053,0.5,0.0,0.333,0.0,0.333,1.077,0.333
2022-03-22 14:51:00,0.607,0.571,1.0,0.5,1.0,0.5,0.0,0.25,0.0,0.333,1.077,0.333
2022-03-22 14:52:00,0.607,0.571,1.0,0.5,1.0,0.5,0.0,0.083,0.0,0.333,1.077,0.333
2022-03-22 14:53:00,0.643,0.571,1.0,0.5,1.0,0.5,0.0,0.083,0.0,0.333,1.077,0.333
2022-03-22 14:54:00,0.643,0.571,1.0,0.5,1.0,0.5,0.0,0.083,0.0,0.333,1.0,0.333
2022-03-22 14:55:00,0.643,0.571,1.0,0.5,1.0,0.5,0.0,0.083,0.0,0.333,1.0,0.333
2022-03-22 14:56:00,0.643,0.571,1.0,0.5,1.0,0.5,0.0,0.083,0.0,0.375,0.923,0.333
2022-03-22 14:57:00,0.643,0.571,1.0,0.5,1.0,0.5,0.0,0.083,0.0,0.25,0.846,0.333
2022-03-22 14:58:00,0.643,0.571,1.0,0.5,0.947,0.5,0.0,0.083,0.0,0.292,0.846,0.333
2022-03-22 14:59:00,0.643,0.571,1.0,0.5,0.947,0.5,0.0,0.083,0.0,0.333,0.846,0.333
2022-03-22 15:00:00,0.643,0.571,1.0,0.5,0.947,0.5,0.0,0.083,0.0,0.333,0.846,0.333
2022-03-22 15:01:00,0.643,0.571,1.0,0.5,0.737,0.5,0.0,0.0,0.0,0.333,0.846,0.333
2022-03-22 15:02:00,0.643,0.571,1.0,0.5,0.737,0.5,0.0,0.0,0.0,0.333,0.846,0.333
2022-03-22 15:03:00,0.607,0.571,1.0,0.5,0.737,0.5,0.0,0.0,0.0,0.417,0.846,0.333
2022-03-22 15:04:00,0.607,0.571,1.0,0.5,0.737,0.5,0.0,0.0,0.0,0.417,0.846,0.333
